id,id2,group,pubauthor,pubeditor,pubeditor_type,pubdate,pubtitle,volume,pubshort,staff,publisher,pubplace,series,pp,size,isbn,issn,remark
"246","1.1.7/8","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.7. Egyéb szótárak, szótárszerű művek","GRÉTSY László & KEMÉNY Gábor",–,–,"1996","Nyelvművelő kéziszótár (NymKsz.)",–,–,"Írta: BÍRÓ Ágnes, FELDE Györgyi, GRÉTSY László, HELTAINÉ Nagy Erzsébet, KEMÉNY Gábor,             KOVALOVSZKY Miklós, SEREGY Lajos, SZŰTS László, T. URBÁN Ilona, TÖRÖK Gábor. Lektor:             KOVALOVSZKY Miklós","Auktor Könyvkiadó","Budapest",–,"XIII+645 pp.","20 cm.","ISBN 9637780459",–,–
"247","1.1.7/9","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.7. Egyéb szótárak, szótárszerű művek","LANCZ Edina",–,–,"1999","A Magyar jelnyelv szótára. Dictionary of Hungarian Sign Language.",–,–,"Szerk.: Steven BERBECS","Siketek és Nagyothallók Országos Szövetsége","Budapest",–,"265 pp.","24 cm.","ISBN 9630376679",–,–
"248","1.1.7/10","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.7. Egyéb szótárak, szótárszerű művek",–,"GRÉTSY László & KEMÉNY Gábor","szerk","2005, 2. jav. és bőv. kiad.","Nyelvművelő kéziszótár.",–,–,"Írta: BÍRÓ Ágnes, FELDE Györgyi, GRÉTSY László, HELTAINÉ NAGY Erzsébet, KEMÉNY Gábor,             KOVALOVSZKY Miklós, SEREGY Lajos, SZŰTS László, T. URBÁN Ilona, TÖRÖK Gábor. Lektor:             KOVALOVSZKY Miklós. Az 1. kiadást kiegészítette: KEMÉNY Gábor. Az új szócikkeket             lektorálta: GRÉTSY László","Tinta Könyvkiadó","Budapest","A magyar nyelv kézikönyvei IX","628 pp.","24 cm. 5000 szócikk","ISBN 9637094296",–,"Sorozatszerk.: KISS Gábor."
"249","1.1.7/11","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.7. Egyéb szótárak, szótárszerű művek","MOLNÁR István & IVÁNYI György",–,–,"2006","Vállalkozók európai fogalomtára. 2000 fogalom a vállalkozások és az Európai Unió             szóhasználatában.",–,–,–,"Tinta Könyvkiadó","Budapest",–,"232 pp.","23,8 cm. 2000 címszó","ISBN 9789637094613",–,–
"250","1.1.7/12","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.7. Egyéb szótárak, szótárszerű művek","BURGET Lajos",–,–,"2008","Retró szótár. Korfestő szavak a második világháborútól a             rendszerváltásig.",–,–,"A mutatókat összeállította: KISS Gábor, MANDL Orsolya, TEMESI Viola. Lektorok:             PUSZTAI Ferenc, SZABÓ Lajos István","Tinta Kiadó","Budapest",–,"352 pp.","20,5 cm. 700 címszó fogalomköri csoportosítással","ISBN 9789637094842",–,–
"251","1.1.7/13","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.7. Egyéb szótárak, szótárszerű művek","HAJDU Endre",–,–,"2008, 2009/2","Szómúzeum. Ódon, furcsa, érdekes, bolondos, emlékezetes szavak, nevek, címek             tára.",–,–,–,"Tinta Kiadó","Budapest","Az ékesszólás kiskönyvtára 5","128 pp.","20,5 cm.","ISBN 9789637094866 (2009/2/)",–,–
"252","1.1.7/14","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.7. Egyéb szótárak, szótárszerű művek","SÁRKÖZI Mátyás",–,–,"2005","Mit is jelent? Sárközi Mátyás szótára.",–,–,–,"Osiris Kiadó","Budapest",–,"706 pp.","21 cm.",–,–,–
"253","1.1.7/15","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.7. Egyéb szótárak, szótárszerű művek","TÓTFALUSI István",–,–,"2009","Klasszikus szócsaládfák. Nyelvünk görög és latin eredetű szavai.",–,–,"Lektorok: ADAMIK Béla, TERTS István","Tinta Kiadó","Budapest","Segédkönyvek a nyelvészet tanulmányozásához 96","240 pp.","24 cm. 125 görög és latin alapszó kultúrtörténeti és művelődéstörténeti útja","ISBN 9789639902213",–,–
"254","1.1.8/1","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.8. Elektronikus szótárak",–,–,–,"1995","Anyanyelvi könyvespolc",–,–,"A magyar helyesírás szabályai; Helyesírási kéziszótár; Idegen szavak szótára; 14 ezer             szavas értelmező szótár. Akadémiai Kiadó, Scriptum, Szeged",–,–,–,–,–,–,–,–
"255","1.1.8/2","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.8. Elektronikus szótárak",–,–,–,"1997","Magyar Szókincstár. Rokon értelmű szavak, szóláok és ellentétek szótára",–,–,–,–,–,–,–,–,–,–,"MoBiDic kétnyelvű szótárak. Tinta, MorphoLogic, Budapest. 25 000 címszó, 14 400             ellentét, 3800 közmondás és szólás."
"256","1.1.8/3","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.8. Elektronikus szótárak",–,–,–,"1997","Magyar Szókincstár. Rokon értelmű szavak, szólások és ellentétek             szótára.",–,–,–,–,–,–,–,–,–,–,"Tinta Kiadó, Budapest / Scriptum, Szeged. 25 000 címszó, 14 000 ellentét, 3800             közmondás és szólás."
"257","1.1.8/4","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.8. Elektronikus szótárak",–,–,–,"2001","Szó–tár–lat: szótrak és lexikonok.",–,–,"Szerk.: TÓTFALUSI István. Magyar etimológiai nagyszótár (13000 magyar és idegen             eredetű szó és származékainak eredete és jelentése); Színes szinonimaszótár ; Idegen             idézetek szótára; Kiejtési szótár; Kis magyar nyelvklinika. Arcanum Adatbázis             Kft",–,–,–,–,–,–,–,"Budapest."
"258","1.1.8/5","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.8. Elektronikus szótárak",–,–,–,"2001","Idegen szavak szótára",–,–,"Szerk.: BAKOS Ferenc","MorphoLogic","Budapest",–,–,–,–,–,"MoBiWeb szótárak. Akadémiai Kiadó,"
"259","1.1.8/6","1. EGYNYELVŰ SZÓTÁRAK # 1.1. MAGYAR # 1.1.8. Elektronikus szótárak",–,–,–,"2003","Magyar értelmező kéziszótár",–,–,–,–,–,–,–,–,–,–,"CD-ROM a szótár teljes anyagával. Készült a Magyar Tudományos Akadémia             Nyelvtudományi Intézetében az Akadémiai Kiadó Nyelvi Szerkesztőségének közreműködésével.             75 000 címszó."
"260","1.2.1.1/1","1. EGYNYELVŰ SZÓTÁRAK # 1.2. ANGOL # 1.2.1. Köznyelvi szótárak # 1.2.1.1. Tanulói szótárak","HORNBY, A. S. & COWIE, A. P. & GIMSON, A. C.",–,–,"1989","Oxford értelmező kéziszótár.",–,–,–,"Oxford University Press / Kultúra International","Oxford / Budapest",–,"XLII+1041 pp.",–,"ISBN 9637428011",–,"+11 függelék. A kötéstáblán: Oxford angol értelmező kéziszótár. Az alapmű: A. S.             HORNBY: Oxford Advanced Learner’s Dictionary, Oxford University Press, Oxford , 3.             kiadásának (1974) 25. utánnyomása, 1987."
"261","1.2.1.1/2","1. EGYNYELVŰ SZÓTÁRAK # 1.2. ANGOL # 1.2.1. Köznyelvi szótárak # 1.2.1.1. Tanulói szótárak","HORNBY, A. S.",–,–,"1990","Oxford Student’s Dictionary of Current English.",–,–,"Edited by (Szerk): Christina Ruse. Second Edition","Akadémiai Kiadó / Oxford University Press","Budapest / Oxford",–,"748 pp.","19 cm.","ISBN 9630556510",–,"az alapmű az Oxford University Press kiadásában jelent meg 1978-ban, vtlan leny.:             1988."
"262","1.2.1.1/3","1. EGYNYELVŰ SZÓTÁRAK # 1.2. ANGOL # 1.2.1. Köznyelvi szótárak # 1.2.1.1. Tanulói szótárak","KÖVECSES Zoltán",–,–,"é. n. [2000]","Bridge Two. A British–American / American–British Dictionary.",–,–,–,"– MPL Könyv Kft.","Budapest",–,"464 pp.",–,"ISBN 963932812-X",–,"Librotrade Kft."
"263","1.2.1.2/1","1. EGYNYELVŰ SZÓTÁRAK # 1.2. ANGOL # 1.2.1. Köznyelvi szótárak # 1.2.1.2. Új szavak szótárai","BERG, Paul C.",–,–,"1953","A Dictionary of New Words in English.",–,–,–,"Allen and Unwin","London",–,"176 pp.","19 cm.",–,–,"a szerző nem más, mint Berg Pál, az 50–es évek elején tragikus körülmények között             elhunyt kiváló angol filológusunk, aki elsőként írt magyar létére idegen nyelven             értelmező szótárt külföldi (angol) kiadónál. Engedtessék meg egy szubjektív megjegyzés:             ő volt „Pali bá’”, a jelen szerkesztő felejthetetlen cserkészparancsnoka Kaposvárott,             mint a Somssich Pál Gimnázium tanára."
"264","1.2.2/1","1. EGYNYELVŰ SZÓTÁRAK # 1.2. ANGOL # 1.2.2. Kétnyelvűsített szótárak",–,–,–,"1991","Thompson’s Dictionary for Hungarian Learner’s of English",–,–,"Szerzők: ANDOR Katalin, DOUGHTY, Susan, SIÓRÉTINÉ GYEPES Judit, STRÁNER Nóra,             SZENTIRMAY Lyane, THOMPSON, Geoffrey, ZENTAI Kantalin, ZOLTÁN Erika. Lektorok: HORVÁTH             József, MISKOLCZY László","Közgazdasági és Jogi Könyviadó","Budapest",–,"790 pp.","20 cm. 8000 címszó","ISBN 9632223039",–,–
"265","1.2.2/2","1. EGYNYELVŰ SZÓTÁRAK # 1.2. ANGOL # 1.2.2. Kétnyelvűsített szótárak","SCHWARZ, C. M. & M. A. SEATON, MAGAY Tamás",–,–,"1992","Magyar Chambers. English Dictionary for Speakers of Hungarian.",–,–,"Sorozatszerk.: Joseph A. REIF. Ford.: MOZSÁRNÉ MAGAY Eszter","Akadémiai Kiadó / Kernerman Publishing Ltd.","Budapest / Tel–Aviv",–,"950 pp.","18 cm. Kb. 24 000 címszó, 40 000 angol példa","ISBN 9630563126",–,"Kernerman SemiBilingual Dictionaries. az alapmű: Chambers Concise Usage Dictionary ,             Chambers, 1985."
"266","1.2.3/1","1. EGYNYELVŰ SZÓTÁRAK # 1.2. ANGOL # 1.2.3. Frazeológiai szótárak","MAKKAI, Adam",–,–,"1987","Angol/amerikai idiomatikus szólások és kifejezések tára. A Dictionary of American             Idioms.",–,–,"Szerk.: KONTRA Miklós. Főmunkatárs: MAGAY Tamás","International House Budapest / Barron’s Educational Series Inc.","Budapest / New York",–,"XXIII+392 pp.","18 cm.","ISBN 9637386386",–,"magyar bevezetővel. Az alapmű: M. T. Boatner, J. E. Gates: A Dictionary of American             Idioms , New York, 1966, 1987/2/."
"267","1.2.3/2","1. EGYNYELVŰ SZÓTÁRAK # 1.2. ANGOL # 1.2.3. Frazeológiai szótárak","NAGY, George L.",–,–,"2006","Thesaurus of English Idioms.",–,–,"Editor: Ann L. CHOTKOWSKI-DEARING. Reader: Margaret Mary NAGY. Design: Viola TEMESI.             Technical editor: Gábor KISS. Preface: Patrick HANKS","Tinta Publishing House","Budapest",–,"XVI+1249 pp.","24 cm. 21 500 entries, 12 500 core idioms, 22 000 example sentences","ISBN 9637094466",–,–
"268","1.2.4/1","1. EGYNYELVŰ SZÓTÁRAK # 1.2. ANGOL # 1.2.4. Kiejtési szótárak","NÁDASDY Ádám",–,–,"2000","Huron’s Angol kiejtési kézikönyv magyarajkúak számára. Angol szavak és nevek             kiejtése. Magyar betűs és nemzetközi átírással. Huron’s English Pronouncing Dictionary             for Speakers of Hungarian.",–,–,"Munkatárs: SZIGETVÁRI Péter. Adatbázis: SŐTÉR Zoltán","Biográf Kiadója","Budapest",–,"767 pp.","20 cm. Kb. 60 000 címszó","ISBN 9639051438",–,"TEXOFT Kft. CD-ROM változatban is megjelent, teljes hangzó anyaggal, eredeti brit             kiejtéssel."
"269","1.2.5/1","1. EGYNYELVŰ SZÓTÁRAK # 1.2. ANGOL # 1.2.5. Valenciaszótárak","BUDAI, László",–,–,"1997","A morphosyntactic Valency Dictionary of English Verbs.",–,–,–,"Veszprémi Egyetemi Kiadó","Veszprém",–,"569 pp.","24 cm.","ISBN 9637332699",–,–
"270","1.2.6/1","1. EGYNYELVŰ SZÓTÁRAK # 1.2. ANGOL # 1.2.6. Egyéb angol nyelvű szótárak","ZIMÁNYI István",–,–,"2006","Angol betűszavak szótára. Elektronika, távközlés, számítástechnika, informatika.             Dictionary of English Acronyms.",–,–,"Lektor: LANCZKOR Attila",–,–,–,"399 pp.","24 cm. Több mint 12 000 betűszó","ISBN 9630602326",–,"A szerző kiadása."
"271","1.3.1/1","1. EGYNYELVŰ SZÓTÁRAK # 1.3. NÉMET # 1.3.1. Szinonimaszótárak","MÜLLER József",–,–,"1998","A német nyelv szinonimaszótára – a németet mint idegen nyelvet tanulók             számára.",–,–,"Lektorok: Barbara NIEMEYER, Marlen GINOLAS","Mozaik Oktatási Stúdió","Szeged",–,"718 pp.","20 cm.",–,–,"9636972141."
"272","2.1/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.1. ALBÁN–MAGYAR, MAGYAR ALBÁN","TAMÁS Lajos",–,–,"1953","Albán–magyar szótár. Shọip–hungarisht.",–,–,"Szerk.: SCHÜTZ ISTVÁN. Átnézte: Aleksandër XHUVANI","Akadémiai Kiadó","Budapest",–,"379 pp.","21 cm.",–,–,–
"273","2.2.1/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","DALLOS Gyula",–,–,"1860","Angol–magyar és magyar–angol szótár. English and Hungarian Dictionary.",–,–,–,"Ráth Mór","Pest",–,"31+128 pp.",–,–,–,"füzet, A–Crack. az első 31 oldal angol nyelvtant tartalmaz. Több füzet nem jelent             meg, tehát szótártöredékről, torzóról van szó."
"274","2.2.1/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","BIZONFY Ferenc",–,–,"1878, bőv. kiad.: 1886/2","Angol–magyar szótár. English–Hungarian Dictionary. Első kötet.",–,–,–,"Franklin Társulat","Budapest",–,"VIII+493 pp.","21 cm.",–,–,"az első teljes angol–magyar szótár."
"275","2.2.1/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","BIZONFY Ferenc",–,–,"1881, 1885/2","Magyar–angol szótár. Hungarian–English dictionary. Második kötet.",–,–,–,"Franklin Társulat","Budapest",–,"480 pp.","21 cm.",–,–,"az első teljes magyar–angol szótár."
"276","2.2.1/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","YOLLAND, Arthur B.",–,–,"1908, 1921/2","Magyar és angol szótár. Első (angol–magyar) rész.",–,–,–,"Franklin Társulat","Budapest",–,"VIII+836 pp.","18 cm.",–,–,"a 3. kiad. függelékét „Az újabb szavak és kifejezések gyűjteményével” (é. n.             [1937–38]); RÓNA Éva állította össze. VIII+836+XXXI pp."
"277","2.2.1/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","GERMANUS Gyula",–,–,"1913, átdolg. kiad.: 1936/2/, 1939/3","Schidlof gyakorlati módszerének magyar–angol zsebszótára.",–,–,–,"Schenk","Budapest",–,–,–,–,–,–
"278","2.2.1/6","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","RÓZSA Dezső",–,–,"é. n. [1913]","Angol–magyar dióhéj szótár.",–,–,–,–,–,–,–,–,–,–,"Politzer Zsigmond. a 2. kiad. Aczél Testvérek Uránia Kiadó, Budapest. é. n. [1928];             új leny.: (1935). 448 pp."
"279","2.2.1/7","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","RÓZSA Dezső",–,–,"é. n. [1913]","Magyar–angol dióhéj szótár.",–,–,–,–,–,–,–,–,–,–,"Politzer Zsigmond. 2. kiad. Aczél Testvérek, Uránia Kiadó, Budapest. é. n. [1928];             új leny.: é. n. (1935). 448 pp."
"280","2.2.1/8","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","HONTI Rezső",–,–,"é. n. [1914]","Magyar–angol zsebszótár.",–,–,–,–,–,–,"318 pp.",–,–,–,"Athenaeum, Budapest, új leny.: é. n [1921]."
"281","2.2.1/9","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","LATZKÓ Hugó",–,–,"1920","Magyar–angol és angol–magyar kéziszótár. I. Magyar–angol rész.",–,–,–,"Budapest","1920",–,"160 pp.",–,–,–,"Schenk,"
"282","2.2.1/10","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","LATZKÓ Hugó",–,–,"1920, 1937","Magyar–angol és angol–magyar kéziszótár. II. Angol–magyar rész.",–,–,–,"Schenk","Budapest",–,"160 pp.",–,–,–,"a későbbi kiadásokban a Lingua szerepel kiadóként."
"283","2.2.1/11","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","YOLLAND, Arthur B.",–,–,"é.n. [1924: az előszó dátuma]","Magyar és angol szótár. Második (magyar–angol) rész. A Dictionary of the Hungarian             and English Languages. Second (Hungarian–English) Part.",–,–,–,"FranklinTársulat","Budapest",–,"XXXII+577+463 pp.","Kb. 58 000 címszó",–,–,"az első XXXII oldal rövid angol nyelvtant tartalmaz. A 2. rész (A–K és L–Zs)             egybekötve. Az utolsó 3 lap Addendá t és Corrigendá t tartalmaz."
"284","2.2.1/12","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","SCHMIDT Márton",–,–,"é.n. [1924]","Angol–magyar és magyar–angol szótár. Első rész. Angol–magyar.",–,–,–,"Lampel","Budapest",–,"104 pp.",–,–,–,–
"285","2.2.1/13","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","LATZKÓ Hugó",–,–,"1931","Magyar–angol zsebszótár.",–,–,–,–,–,–,"446 pp.",–,–,–,"Lingua (©Schenk Ferenc), Budapest,"
"286","2.2.1/14","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","LATZKÓ Hugó",–,–,"1931","Angol–magyar zsebszótár.",–,–,–,–,–,–,"446 pp.",–,–,–,"Lingua, Budapest,"
"287","2.2.1/15","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","FENYVES Ferenc",–,–,"1935","Angol–magyar szótár.",–,–,–,"Univers","Budapest",–,"208 pp.",–,–,–,–
"288","2.2.1/16","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","BIRÓ Lajos Pál & WILLER József",–,–,"é.n. [1937], jav. kiad.: 1938/2/, átdolg.: 1940/3/,                 1943/4/, 1944/5/, 1944/6/,                 1945/7/, 1946/8/, 1947/9/,                 1948/10","Angol–magyar és magyar–angol iskolai és kéziszótár.",–,–,"Lektorálta: FEST Sándor","Athenaeum","Budapest",–,"652 pp.","16 cm.",–,–,"a 3. kiadás 663 pp. A kötéstáblán: Angol–magyar és magyar–angol szótár."
"289","2.2.1/17","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","WELSH, T. E. & JOÓ István",–,–,"1931, átdolg.: 1943/2/, 1948/3","The Pratical Dictionary. Part I. English–Hungarian.",–,–,–,–,–,–,"668 pp.",–,–,–,"Méliusz Könyvkereskedés , Debrecen. a 2. kiad. 711 pp. , a 3. kiad. 741 pp. (A 3.             kiadást átdolgozta Dora LEE-DELISLE.)"
"290","2.2.1/18","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","LEE-DELISLE, D. & T. E. WELSH",–,–,"1941, átdolg.: 1946/2","The Practical Dictionary. Part II. Hungarian–English / Magyar–angol.",–,–,–,"Méliusz Könyvkereskedés","Debrecen",–,"892 pp.",–,–,–,"a 2. kiad. 884 pp."
"291","2.2.1/19","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","LATZKÓ Hugó",–,–,"1946","Magyar–angol és angol–magyar kéziszótár. A Concise Dictionary of the Hungarian and             English Languages. I-II.",–,–,–,"Lingua","Budapest",–,"442 pp.","14 cm.",–,–,–
"292","2.2.1/20","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","ORSZÁGH László",–,–,"1948, 1949/2","Angol–magyar kéziszótár. A Concise Dictionary of the English and Hungarian             Languages. Part I English–Hungarian.",–,–,–,"Franklin-Társulat","Budapest",–,"XII+791 pp.","20 cm. 58 000 „angol szó és kifejezés”",–,–,"1957-ben K. P. Schick kiadásában (Brooklyn, N. Y.) „kalózkiadás” készült Országh             1948-as szótárából Angol–magyar szótár. A Dictionary of the English and Hungarian             Languages címmel."
"293","2.2.1/21","2. KÉTNYELVŰ SZÓTÁRAK # 2.2. ANGOL–MAGYAR, MAGYAR–ANGOL # 2.2.1. Általános, köznyelvi szótárak","ORSZÁGH László",–,–,"1953","Magyar–angol szótár. Hungarian–English Dictionary.",–,–,"Szerk.: BÁLINT András, RUTTKAY Kálmán, FEKETE István, továbbá: HAVAS Lívia, BÁLINT             Imre. Anyaggyűjtők: BADICS László, BÉKÉS Ágnes, BERG Pál, EGGER Mária, HALÁSZ Judit,             HARASZTI Tamás, KISS Ernő, KÓNYA Sándor, KRIESCH Tamás, MÁRTON Lajos, MEZEI Árpádné,             PALLAY Piroska, PALOTAY Péter, PÉTER Jakab, SCHANDA Ferencné, SOMOGYI József, VECSEY             Piroska, WALDNER Károly","Akadémiai Kiadó","Budapest",–,"1444 pp.","Kb. 88000 címszó",–,–,"l. Országh 1963."
